Date,Id,Nominal,Value,VunitRate
22.02.2022,R01035,1,"104,6259","104,6259"
23.02.2022,R01035,1,"109,2015","109,2015"
25.02.2022,R01035,1,"117,1539","117,1539"
26.02.2022,R01035,1,"111,8213","111,8213"
01.03.2022,R01035,1,"125,0415","125,0415"
02.03.2022,R01035,1,"123,1411","123,1411"
03.03.2022,R01035,1,"137,2898","137,2898"
04.03.2022,R01035,1,"149,7424","149,7424"
05.03.2022,R01035,1,"140,9421","140,9421"
06.03.2022,R01035,1,"139,9581","139,9581"
10.03.2022,R01035,1,"152,4773","152,4773"
11.03.2022,R01035,1,"158,3338","158,3338"
12.03.2022,R01035,1,"153,5635","153,5635"
15.03.2022,R01035,1,"151,5177","151,5177"
16.03.2022,R01035,1,"145,7631","145,7631"
17.03.2022,R01035,1,"141,3646","141,3646"
18.03.2022,R01035,1,"137,3839","137,3839"
19.03.2022,R01035,1,"136,3024","136,3024"
22.03.2022,R01035,1,"138,0021","138,0021"
23.03.2022,R01035,1,"138,0023","138,0023"
24.03.2022,R01035,1,"136,0395","136,0395"
25.03.2022,R01035,1,"126,6940","126,694"
26.03.2022,R01035,1,"126,1110","126,111"
29.03.2022,R01035,1,"122,7165","122,7165"
30.03.2022,R01035,1,"113,3603","113,3603"
31.03.2022,R01035,1,"110,6224","110,6224"
01.04.2022,R01035,1,"109,5586","109,5586"
02.04.2022,R01035,1,"109,2663","109,2663"
05.04.2022,R01035,1,"109,5907","109,5907"
06.04.2022,R01035,1,"109,3245","109,3245"
07.04.2022,R01035,1,"108,3249","108,3249"
08.04.2022,R01035,1,"99,8479","99,8479"
09.04.2022,R01035,1,"97,7991","97,7991"
12.04.2022,R01035,1,"102,9629","102,9629"
13.04.2022,R01035,1,"103,8421","103,8421"
14.04.2022,R01035,1,"104,1046","104,1046"
15.04.2022,R01035,1,"105,9833","105,9833"
16.04.2022,R01035,1,"104,3610","104,361"
19.04.2022,R01035,1,"103,5907","103,5907"
20.04.2022,R01035,1,"103,1166","103,1166"
21.04.2022,R01035,1,"100,1281","100,1281"
22.04.2022,R01035,1,"97,8587","97,8587"
23.04.2022,R01035,1,"95,7844","95,7844"
26.04.2022,R01035,1,"94,2177","94,2177"
27.04.2022,R01035,1,"92,4639","92,4639"
28.04.2022,R01035,1,"91,9773","91,9773"
29.04.2022,R01035,1,"90,3908","90,3908"
30.04.2022,R01035,1,"88,3464","88,3464"
05.05.2022,R01035,1,"86,8672","86,8672"
06.05.2022,R01035,1,"82,7906","82,7906"
07.05.2022,R01035,1,"83,3813","83,3813"
12.05.2022,R01035,1,"84,7613","84,7613"
13.05.2022,R01035,1,"81,1868","81,1868"
14.05.2022,R01035,1,"77,9901","77,9901"
17.05.2022,R01035,1,"77,5292","77,5292"
18.05.2022,R01035,1,"77,8399","77,8399"
19.05.2022,R01035,1,"79,2647","79,2647"
20.05.2022,R01035,1,"77,4610","77,461"
21.05.2022,R01035,1,"73,5430","73,543"
24.05.2022,R01035,1,"72,5630","72,563"
25.05.2022,R01035,1,"71,6157","71,6157"
26.05.2022,R01035,1,"70,5152","70,5152"
27.05.2022,R01035,1,"77,8411","77,8411"
28.05.2022,R01035,1,"83,4884","83,4884"
31.05.2022,R01035,1,"79,5975","79,5975"
01.06.2022,R01035,1,"77,9204","77,9204"
02.06.2022,R01035,1,"77,4625","77,4625"
03.06.2022,R01035,1,"77,5907","77,5907"
04.06.2022,R01035,1,"78,0832","78,0832"
07.06.2022,R01035,1,"76,3623","76,3623"
08.06.2022,R01035,1,"76,5431","76,5431"
09.06.2022,R01035,1,"75,7671","75,7671"
10.06.2022,R01035,1,"73,2730","73,273"
11.06.2022,R01035,1,"72,4536","72,4536"
15.06.2022,R01035,1,"69,2590","69,259"
16.06.2022,R01035,1,"68,0005","68,0005"
17.06.2022,R01035,1,"68,6183","68,6183"
18.06.2022,R01035,1,"69,6060","69,606"
21.06.2022,R01035,1,"68,4296","68,4296"
22.06.2022,R01035,1,"67,0448","67,0448"
23.06.2022,R01035,1,"65,4370","65,437"
24.06.2022,R01035,1,"65,3846","65,3846"
25.06.2022,R01035,1,"65,2785","65,2785"
28.06.2022,R01035,1,"65,5738","65,5738"
29.06.2022,R01035,1,"65,1689","65,1689"
30.06.2022,R01035,1,"62,4179","62,4179"
01.07.2022,R01035,1,"63,6502","63,6502"
02.07.2022,R01035,1,"65,2900","65,29"
05.07.2022,R01035,1,"66,8907","66,8907"
06.07.2022,R01035,1,"70,8987","70,8987"
07.07.2022,R01035,1,"74,9647","74,9647"
08.07.2022,R01035,1,"75,2156","75,2156"
09.07.2022,R01035,1,"73,5258","73,5258"
12.07.2022,R01035,1,"73,7187","73,7187"
13.07.2022,R01035,1,"69,9481","69,9481"
14.07.2022,R01035,1,"69,5831","69,5831"
15.07.2022,R01035,1,"69,6402","69,6402"
16.07.2022,R01035,1,"68,1554","68,1554"
19.07.2022,R01035,1,"67,0538","67,0538"
20.07.2022,R01035,1,"66,6685","66,6685"
21.07.2022,R01035,1,"65,9670","65,967"
22.07.2022,R01035,1,"67,7627","67,7627"
23.07.2022,R01035,1,"68,5659","68,5659"
26.07.2022,R01035,1,"69,5696","69,5696"
27.07.2022,R01035,1,"70,6566","70,6566"
28.07.2022,R01035,1,"72,5287","72,5287"
29.07.2022,R01035,1,"72,4303","72,4303"
30.07.2022,R01035,1,"74,2711","74,2711"
02.08.2022,R01035,1,"75,4659","75,4659"
03.08.2022,R01035,1,"73,8939","73,8939"
04.08.2022,R01035,1,"73,5981","73,5981"
05.08.2022,R01035,1,"72,9845","72,9845"
06.08.2022,R01035,1,"73,1136","73,1136"
09.08.2022,R01035,1,"72,7416","72,7416"
10.08.2022,R01035,1,"73,1762","73,1762"
11.08.2022,R01035,1,"73,0770","73,077"
12.08.2022,R01035,1,"74,3176","74,3176"
13.08.2022,R01035,1,"74,4555","74,4555"
16.08.2022,R01035,1,"74,3739","74,3739"
17.08.2022,R01035,1,"74,2010","74,201"
18.08.2022,R01035,1,"73,4834","73,4834"
19.08.2022,R01035,1,"72,2122","72,2122"
20.08.2022,R01035,1,"70,9763","70,9763"
23.08.2022,R01035,1,"70,5253","70,5253"
24.08.2022,R01035,1,"70,6177","70,6177"
25.08.2022,R01035,1,"71,1089","71,1089"
26.08.2022,R01035,1,"70,6361","70,6361"
27.08.2022,R01035,1,"71,0653","71,0653"
30.08.2022,R01035,1,"71,3860","71,386"
31.08.2022,R01035,1,"71,1856","71,1856"
01.09.2022,R01035,1,"70,0635","70,0635"
02.09.2022,R01035,1,"70,1038","70,1038"
03.09.2022,R01035,1,"69,5840","69,584"
06.09.2022,R01035,1,"70,1971","70,1971"
07.09.2022,R01035,1,"70,0252","70,0252"
08.09.2022,R01035,1,"70,5360","70,536"
09.09.2022,R01035,1,"69,7205","69,7205"
10.09.2022,R01035,1,"69,4856","69,4856"
13.09.2022,R01035,1,"70,0271","70,0271"
14.09.2022,R01035,1,"70,3031","70,3031"
15.09.2022,R01035,1,"68,9864","68,9864"
16.09.2022,R01035,1,"69,0936","69,0936"
17.09.2022,R01035,1,"68,9763","68,9763"
20.09.2022,R01035,1,"69,1310","69,131"
21.09.2022,R01035,1,"68,6041","68,6041"
22.09.2022,R01035,1,"69,4814","69,4814"
23.09.2022,R01035,1,"67,8074","67,8074"
24.09.2022,R01035,1,"65,4503","65,4503"
27.09.2022,R01035,1,"63,2015","63,2015"
28.09.2022,R01035,1,"62,7540","62,754"
29.09.2022,R01035,1,"62,9724","62,9724"
30.09.2022,R01035,1,"61,6903","61,6903"
01.10.2022,R01035,1,"61,0166","61,0166"
04.10.2022,R01035,1,"64,3017","64,3017"
05.10.2022,R01035,1,"66,3166","66,3166"
06.10.2022,R01035,1,"67,7447","67,7447"
07.10.2022,R01035,1,"67,7549","67,7549"
08.10.2022,R01035,1,"68,5911","68,5911"
11.10.2022,R01035,1,"69,2729","69,2729"
12.10.2022,R01035,1,"70,3581","70,3581"
13.10.2022,R01035,1,"70,6607","70,6607"
14.10.2022,R01035,1,"70,2980","70,298"
15.10.2022,R01035,1,"70,8558","70,8558"
18.10.2022,R01035,1,"69,4900","69,49"
19.10.2022,R01035,1,"70,5514","70,5514"
20.10.2022,R01035,1,"69,7328","69,7328"
21.10.2022,R01035,1,"69,2510","69,251"
22.10.2022,R01035,1,"69,2675","69,2675"
25.10.2022,R01035,1,"68,0498","68,0498"
26.10.2022,R01035,1,"69,3917","69,3917"
27.10.2022,R01035,1,"70,3839","70,3839"
28.10.2022,R01035,1,"71,1763","71,1763"
29.10.2022,R01035,1,"71,2629","71,2629"
01.11.2022,R01035,1,"71,4333","71,4333"
02.11.2022,R01035,1,"70,7276","70,7276"
03.11.2022,R01035,1,"70,6137","70,6137"
04.11.2022,R01035,1,"71,1801","71,1801"
08.11.2022,R01035,1,"69,0566","69,0566"
09.11.2022,R01035,1,"69,9167","69,9167"
10.11.2022,R01035,1,"70,6111","70,6111"
11.11.2022,R01035,1,"69,6582","69,6582"
12.11.2022,R01035,1,"70,3225","70,3225"
15.11.2022,R01035,1,"71,1128","71,1128"
16.11.2022,R01035,1,"70,7395","70,7395"
17.11.2022,R01035,1,"71,7844","71,7844"
18.11.2022,R01035,1,"71,7970","71,797"
19.11.2022,R01035,1,"71,1086","71,1086"
22.11.2022,R01035,1,"72,4421","72,4421"
23.11.2022,R01035,1,"71,4899","71,4899"
24.11.2022,R01035,1,"71,8791","71,8791"
25.11.2022,R01035,1,"72,8564","72,8564"
26.11.2022,R01035,1,"73,4345","73,4345"
29.11.2022,R01035,1,"73,4795","73,4795"
30.11.2022,R01035,1,"73,5333","73,5333"
01.12.2022,R01035,1,"73,0685","73,0685"
02.12.2022,R01035,1,"72,8394","72,8394"
03.12.2022,R01035,1,"75,7793","75,7793"
06.12.2022,R01035,1,"75,9651","75,9651"
07.12.2022,R01035,1,"76,8638","76,8638"
08.12.2022,R01035,1,"76,9281","76,9281"
09.12.2022,R01035,1,"76,3256","76,3256"
10.12.2022,R01035,1,"76,2237","76,2237"
13.12.2022,R01035,1,"77,1725","77,1725"
14.12.2022,R01035,1,"77,4537","77,4537"
15.12.2022,R01035,1,"78,5335","78,5335"
16.12.2022,R01035,1,"79,7596","79,7596"
17.12.2022,R01035,1,"78,9507","78,9507"
20.12.2022,R01035,1,"80,6320","80,632"
21.12.2022,R01035,1,"83,7015","83,7015"
22.12.2022,R01035,1,"85,6110","85,611"
23.12.2022,R01035,1,"87,3429","87,3429"
24.12.2022,R01035,1,"82,6172","82,6172"
27.12.2022,R01035,1,"82,3438","82,3438"
28.12.2022,R01035,1,"84,1313","84,1313"
29.12.2022,R01035,1,"85,8053","85,8053"
30.12.2022,R01035,1,"86,6397","86,6397"
31.12.2022,R01035,1,"84,7919","84,7919"
10.01.2023,R01035,1,"84,6907","84,6907"
11.01.2023,R01035,1,"84,8747","84,8747"
12.01.2023,R01035,1,"83,8457","83,8457"
13.01.2023,R01035,1,"82,2141","82,2141"
14.01.2023,R01035,1,"82,2853","82,2853"
17.01.2023,R01035,1,"83,4153","83,4153"
18.01.2023,R01035,1,"83,8118","83,8118"
19.01.2023,R01035,1,"84,5758","84,5758"
20.01.2023,R01035,1,"85,3286","85,3286"
21.01.2023,R01035,1,"84,8638","84,8638"
24.01.2023,R01035,1,"84,8870","84,887"
25.01.2023,R01035,1,"85,0336","85,0336"
26.01.2023,R01035,1,"84,9209","84,9209"
27.01.2023,R01035,1,"85,4263","85,4263"
28.01.2023,R01035,1,"85,6730","85,673"
31.01.2023,R01035,1,"86,0027","86,0027"
01.02.2023,R01035,1,"87,2935","87,2935"
02.02.2023,R01035,1,"86,2988","86,2988"
03.02.2023,R01035,1,"86,3330","86,333"
04.02.2023,R01035,1,"86,5591","86,5591"
07.02.2023,R01035,1,"85,4602","85,4602"
08.02.2023,R01035,1,"85,1630","85,163"
09.02.2023,R01035,1,"85,9989","85,9989"
10.02.2023,R01035,1,"88,0352","88,0352"
11.02.2023,R01035,1,"88,5809","88,5809"
14.02.2023,R01035,1,"88,9017","88,9017"
15.02.2023,R01035,1,"89,6493","89,6493"
16.02.2023,R01035,1,"90,2069","90,2069"
17.02.2023,R01035,1,"89,7390","89,739"
18.02.2023,R01035,1,"89,7928","89,7928"
21.02.2023,R01035,1,"88,8370","88,837"
22.02.2023,R01035,1,"90,0411","90,0411"
23.02.2023,R01035,1,"90,6889","90,6889"
28.02.2023,R01035,1,"90,0737","90,0737"
01.03.2023,R01035,1,"90,1040","90,104"
02.03.2023,R01035,1,"91,1067","91,1067"
03.03.2023,R01035,1,"90,6203","90,6203"
04.03.2023,R01035,1,"90,2039","90,2039"
07.03.2023,R01035,1,"90,3938","90,3938"
08.03.2023,R01035,1,"90,5643","90,5643"
10.03.2023,R01035,1,"89,8461","89,8461"
11.03.2023,R01035,1,"90,3086","90,3086"
14.03.2023,R01035,1,"91,3228","91,3228"
15.03.2023,R01035,1,"91,4268","91,4268"
16.03.2023,R01035,1,"92,0007","92,0007"
17.03.2023,R01035,1,"91,9053","91,9053"
18.03.2023,R01035,1,"92,7603","92,7603"
21.03.2023,R01035,1,"93,7720","93,772"
22.03.2023,R01035,1,"94,1641","94,1641"
23.03.2023,R01035,1,"93,8557","93,8557"
24.03.2023,R01035,1,"93,3390","93,339"
25.03.2023,R01035,1,"94,1532","94,1532"
28.03.2023,R01035,1,"93,5945","93,5945"
29.03.2023,R01035,1,"94,0114","94,0114"
30.03.2023,R01035,1,"94,8909","94,8909"
31.03.2023,R01035,1,"94,9009","94,9009"
01.04.2023,R01035,1,"95,7262","95,7262"
04.04.2023,R01035,1,"96,3786","96,3786"
05.04.2023,R01035,1,"98,3780","98,378"
06.04.2023,R01035,1,"99,4973","99,4973"
07.04.2023,R01035,1,"100,4358","100,4358"
08.04.2023,R01035,1,"102,5865","102,5865"
11.04.2023,R01035,1,"101,7714","101,7714"
12.04.2023,R01035,1,"102,1825","102,1825"
13.04.2023,R01035,1,"102,0503","102,0503"
14.04.2023,R01035,1,"101,8171","101,8171"
15.04.2023,R01035,1,"101,9621","101,9621"
18.04.2023,R01035,1,"101,5778","101,5778"
19.04.2023,R01035,1,"100,9019","100,9019"
20.04.2023,R01035,1,"101,4807","101,4807"
21.04.2023,R01035,1,"101,6154","101,6154"
22.04.2023,R01035,1,"101,5156","101,5156"
25.04.2023,R01035,1,"100,7641","100,7641"
26.04.2023,R01035,1,"101,5786","101,5786"
27.04.2023,R01035,1,"101,2343","101,2343"
28.04.2023,R01035,1,"101,7218","101,7218"
29.04.2023,R01035,1,"100,5883","100,5883"
03.05.2023,R01035,1,"100,4789","100,4789"
04.05.2023,R01035,1,"98,9118","98,9118"
05.05.2023,R01035,1,"98,5268","98,5268"
06.05.2023,R01035,1,"96,5790","96,579"
11.05.2023,R01035,1,"96,7251","96,7251"
12.05.2023,R01035,1,"95,7512","95,7512"
13.05.2023,R01035,1,"96,6827","96,6827"
16.05.2023,R01035,1,"98,6936","98,6936"
17.05.2023,R01035,1,"100,0547","100,0547"
18.05.2023,R01035,1,"100,9068","100,9068"
19.05.2023,R01035,1,"99,7736","99,7736"
20.05.2023,R01035,1,"99,1595","99,1595"
23.05.2023,R01035,1,"99,4108","99,4108"
24.05.2023,R01035,1,"99,5908","99,5908"
25.05.2023,R01035,1,"99,3189","99,3189"
26.05.2023,R01035,1,"98,9163","98,9163"
27.05.2023,R01035,1,"98,8149","98,8149"
30.05.2023,R01035,1,"98,9246","98,9246"
31.05.2023,R01035,1,"99,5035","99,5035"
01.06.2023,R01035,1,"100,5219","100,5219"
02.06.2023,R01035,1,"100,3489","100,3489"
03.06.2023,R01035,1,"101,2886","101,2886"
06.06.2023,R01035,1,"101,5398","101,5398"
07.06.2023,R01035,1,"100,8315","100,8315"
08.06.2023,R01035,1,"101,0732","101,0732"
09.06.2023,R01035,1,"102,3043","102,3043"
10.06.2023,R01035,1,"103,5914","103,5914"
14.06.2023,R01035,1,"104,6343","104,6343"
15.06.2023,R01035,1,"106,2831","106,2831"
16.06.2023,R01035,1,"106,5970","106,597"
17.06.2023,R01035,1,"106,5949","106,5949"
20.06.2023,R01035,1,"107,6036","107,6036"
21.06.2023,R01035,1,"107,7853","107,7853"
22.06.2023,R01035,1,"107,2882","107,2882"
23.06.2023,R01035,1,"106,4410","106,441"
24.06.2023,R01035,1,"107,1002","107,1002"
27.06.2023,R01035,1,"107,6167","107,6167"
28.06.2023,R01035,1,"108,0906","108,0906"
29.06.2023,R01035,1,"109,1302","109,1302"
30.06.2023,R01035,1,"109,7848","109,7848"
01.07.2023,R01035,1,"111,5234","111,5234"
04.07.2023,R01035,1,"113,5684","113,5684"
05.07.2023,R01035,1,"113,6237","113,6237"
06.07.2023,R01035,1,"114,9641","114,9641"
07.07.2023,R01035,1,"117,7114","117,7114"
08.07.2023,R01035,1,"116,4070","116,407"
11.07.2023,R01035,1,"117,3399","117,3399"
12.07.2023,R01035,1,"115,9815","115,9815"
13.07.2023,R01035,1,"116,8794","116,8794"
14.07.2023,R01035,1,"117,2014","117,2014"
15.07.2023,R01035,1,"118,1821","118,1821"
18.07.2023,R01035,1,"118,5971","118,5971"
19.07.2023,R01035,1,"118,6414","118,6414"
20.07.2023,R01035,1,"119,3047","119,3047"
21.07.2023,R01035,1,"117,0660","117,066"
22.07.2023,R01035,1,"116,1532","116,1532"
25.07.2023,R01035,1,"116,2331","116,2331"
26.07.2023,R01035,1,"115,4741","115,4741"
27.07.2023,R01035,1,"115,7642","115,7642"
28.07.2023,R01035,1,"116,3361","116,3361"
29.07.2023,R01035,1,"116,8980","116,898"
01.08.2023,R01035,1,"117,8243","117,8243"
02.08.2023,R01035,1,"118,0508","118,0508"
03.08.2023,R01035,1,"118,4837","118,4837"
04.08.2023,R01035,1,"118,9964","118,9964"
05.08.2023,R01035,1,"120,3772","120,3772"
08.08.2023,R01035,1,"123,1903","123,1903"
09.08.2023,R01035,1,"122,7076","122,7076"
10.08.2023,R01035,1,"123,9122","123,9122"
11.08.2023,R01035,1,"123,8561","123,8561"
12.08.2023,R01035,1,"125,0661","125,0661"
15.08.2023,R01035,1,"128,4520","128,452"
16.08.2023,R01035,1,"123,3456","123,3456"
17.08.2023,R01035,1,"123,2499","123,2499"
18.08.2023,R01035,1,"119,5543","119,5543"
19.08.2023,R01035,1,"119,1564","119,1564"
22.08.2023,R01035,1,"119,7115","119,7115"
23.08.2023,R01035,1,"119,7846","119,7846"
24.08.2023,R01035,1,"120,2437","120,2437"
25.08.2023,R01035,1,"119,7284","119,7284"
26.08.2023,R01035,1,"119,7914","119,7914"
29.08.2023,R01035,1,"120,7526","120,7526"
30.08.2023,R01035,1,"120,1506","120,1506"
31.08.2023,R01035,1,"120,7641","120,7641"
01.09.2023,R01035,1,"122,6048","122,6048"
02.09.2023,R01035,1,"122,0931","122,0931"
05.09.2023,R01035,1,"121,9247","121,9247"
06.09.2023,R01035,1,"123,0738","123,0738"
07.09.2023,R01035,1,"122,8332","122,8332"
08.09.2023,R01035,1,"122,6567","122,6567"
09.09.2023,R01035,1,"122,1701","122,1701"
12.09.2023,R01035,1,"120,4906","120,4906"
13.09.2023,R01035,1,"118,6540","118,654"
14.09.2023,R01035,1,"119,6479","119,6479"
15.09.2023,R01035,1,"120,1050","120,105"
16.09.2023,R01035,1,"119,9709","119,9709"
19.09.2023,R01035,1,"119,7942","119,7942"
20.09.2023,R01035,1,"119,1248","119,1248"
21.09.2023,R01035,1,"119,8247","119,8247"
22.09.2023,R01035,1,"119,1153","119,1153"
23.09.2023,R01035,1,"118,0163","118,0163"
26.09.2023,R01035,1,"117,9226","117,9226"
27.09.2023,R01035,1,"117,3909","117,3909"
28.09.2023,R01035,1,"117,4212","117,4212"
29.09.2023,R01035,1,"117,6632","117,6632"
30.09.2023,R01035,1,"118,8265","118,8265"
03.10.2023,R01035,1,"120,2127","120,2127"
04.10.2023,R01035,1,"120,3323","120,3323"
05.10.2023,R01035,1,"120,1422","120,1422"
06.10.2023,R01035,1,"120,7577","120,7577"
07.10.2023,R01035,1,"122,1972","122,1972"
10.10.2023,R01035,1,"123,5373","123,5373"
11.10.2023,R01035,1,"122,0205","122,0205"
12.10.2023,R01035,1,"122,5465","122,5465"
13.10.2023,R01035,1,"119,4200","119,42"
14.10.2023,R01035,1,"118,8514","118,8514"
17.10.2023,R01035,1,"118,1155","118,1155"
18.10.2023,R01035,1,"118,6548","118,6548"
19.10.2023,R01035,1,"118,6191","118,6191"
20.10.2023,R01035,1,"118,1896","118,1896"
21.10.2023,R01035,1,"116,4578","116,4578"
24.10.2023,R01035,1,"115,0703","115,0703"
25.10.2023,R01035,1,"114,1721","114,1721"
26.10.2023,R01035,1,"113,4389","113,4389"
27.10.2023,R01035,1,"113,6212","113,6212"
28.10.2023,R01035,1,"112,9888","112,9888"
31.10.2023,R01035,1,"113,2069","113,2069"
01.11.2023,R01035,1,"111,8627","111,8627"
02.11.2023,R01035,1,"113,1861","113,1861"
03.11.2023,R01035,1,"112,9816","112,9816"
04.11.2023,R01035,1,"113,2516","113,2516"
08.11.2023,R01035,1,"114,5670","114,567"
09.11.2023,R01035,1,"113,4488","113,4488"
10.11.2023,R01035,1,"113,0329","113,0329"
11.11.2023,R01035,1,"113,1061","113,1061"
14.11.2023,R01035,1,"112,3661","112,3661"
15.11.2023,R01035,1,"111,8172","111,8172"
16.11.2023,R01035,1,"111,4181","111,4181"
17.11.2023,R01035,1,"110,6851","110,6851"
18.11.2023,R01035,1,"110,9055","110,9055"
21.11.2023,R01035,1,"110,0263","110,0263"
22.11.2023,R01035,1,"109,7761","109,7761"
23.11.2023,R01035,1,"110,4969","110,4969"
24.11.2023,R01035,1,"109,7983","109,7983"
25.11.2023,R01035,1,"111,2919","111,2919"
28.11.2023,R01035,1,"111,8386","111,8386"
29.11.2023,R01035,1,"111,7109","111,7109"
30.11.2023,R01035,1,"112,7317","112,7317"
01.12.2023,R01035,1,"112,4724","112,4724"
02.12.2023,R01035,1,"113,6027","113,6027"
05.12.2023,R01035,1,"114,5651","114,5651"
06.12.2023,R01035,1,"115,5036","115,5036"
07.12.2023,R01035,1,"117,0267","117,0267"
08.12.2023,R01035,1,"116,5676","116,5676"
09.12.2023,R01035,1,"115,2284","115,2284"
12.12.2023,R01035,1,"114,1584","114,1584"
13.12.2023,R01035,1,"113,2299","113,2299"
14.12.2023,R01035,1,"112,9141","112,9141"
15.12.2023,R01035,1,"112,3258","112,3258"
16.12.2023,R01035,1,"114,4529","114,4529"
19.12.2023,R01035,1,"114,8195","114,8195"
20.12.2023,R01035,1,"113,9150","113,915"
21.12.2023,R01035,1,"115,1677","115,1677"
22.12.2023,R01035,1,"116,1734","116,1734"
23.12.2023,R01035,1,"116,3579","116,3579"
26.12.2023,R01035,1,"116,3960","116,396"
27.12.2023,R01035,1,"116,0643","116,0643"
28.12.2023,R01035,1,"116,0620","116,062"
29.12.2023,R01035,1,"115,4899","115,4899"
30.12.2023,R01035,1,"114,5320","114,532"
10.01.2024,R01035,1,"115,2651","115,2651"
11.01.2024,R01035,1,"113,5660","113,566"
12.01.2024,R01035,1,"113,0725","113,0725"
13.01.2024,R01035,1,"112,0515","112,0515"
16.01.2024,R01035,1,"111,8849","111,8849"
17.01.2024,R01035,1,"111,5817","111,5817"
18.01.2024,R01035,1,"111,9003","111,9003"
19.01.2024,R01035,1,"112,2271","112,2271"
20.01.2024,R01035,1,"112,2607","112,2607"
23.01.2024,R01035,1,"111,5490","111,549"
24.01.2024,R01035,1,"111,8429","111,8429"
25.01.2024,R01035,1,"111,8191","111,8191"
26.01.2024,R01035,1,"113,0633","113,0633"
27.01.2024,R01035,1,"113,6852","113,6852"
30.01.2024,R01035,1,"114,0095","114,0095"
31.01.2024,R01035,1,"113,2002","113,2002"
01.02.2024,R01035,1,"113,5732","113,5732"
02.02.2024,R01035,1,"114,8897","114,8897"
03.02.2024,R01035,1,"114,9783","114,9783"
06.02.2024,R01035,1,"115,4868","115,4868"
07.02.2024,R01035,1,"113,5457","113,5457"
08.02.2024,R01035,1,"114,6411","114,6411"
09.02.2024,R01035,1,"115,2747","115,2747"
10.02.2024,R01035,1,"114,5670","114,567"
13.02.2024,R01035,1,"115,0470","115,047"
14.02.2024,R01035,1,"115,0560","115,056"
15.02.2024,R01035,1,"115,2130","115,213"
16.02.2024,R01035,1,"115,2296","115,2296"
17.02.2024,R01035,1,"116,4732","116,4732"
20.02.2024,R01035,1,"116,2890","116,289"
21.02.2024,R01035,1,"116,2397","116,2397"
22.02.2024,R01035,1,"117,0459","117,0459"
23.02.2024,R01035,1,"116,9787","116,9787"
27.02.2024,R01035,1,"117,4297","117,4297"
28.02.2024,R01035,1,"116,7467","116,7467"
29.02.2024,R01035,1,"116,5177","116,5177"
01.03.2024,R01035,1,"114,9428","114,9428"
02.03.2024,R01035,1,"115,5370","115,537"
05.03.2024,R01035,1,"115,5803","115,5803"
06.03.2024,R01035,1,"115,7555","115,7555"
07.03.2024,R01035,1,"115,0224","115,0224"
08.03.2024,R01035,1,"115,6418","115,6418"
12.03.2024,R01035,1,"116,7343","116,7343"
13.03.2024,R01035,1,"116,3741","116,3741"
14.03.2024,R01035,1,"117,0310","117,031"
15.03.2024,R01035,1,"117,2665","117,2665"
16.03.2024,R01035,1,"117,1067","117,1067"
19.03.2024,R01035,1,"117,1862","117,1862"
20.03.2024,R01035,1,"117,4292","117,4292"
21.03.2024,R01035,1,"117,8133","117,8133"
22.03.2024,R01035,1,"116,8775","116,8775"
23.03.2024,R01035,1,"117,3206","117,3206"
26.03.2024,R01035,1,"116,9072","116,9072"
27.03.2024,R01035,1,"117,0605","117,0605"
28.03.2024,R01035,1,"116,9251","116,9251"
29.03.2024,R01035,1,"116,5187","116,5187"
30.03.2024,R01035,1,"116,6490","116,649"
02.04.2024,R01035,1,"116,5548","116,5548"
